KeyId,MyPN,Name,Description,Symbol,Value,Value2,Type,Forward_Voltage,Reverse_Voltage,Breakdown_Voltage,Forward_Current,Reverse_Current,Power_Dissipation,Capacitance,Standoff_Voltage,Clamping_Voltage,Tolerance,Reverse_Recovery_Time,Package,Footprint,Footprint_Filter,Dimensions,Height,Termination,Anode_Marking,Cathode_Marking,Min_Temp,Max_Temp,Operating_Temp,Mount,Reflow_Profile,MSL_Rating,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-DIO-00102,BAV19_D_SWITCH_350V_200MA_DO35,Switching Diode 350V 200mA,MyLib_Diode:D,BAV19,,Switching,1.0V @ 10mA,350V,,200mA,,,4pF @ 0V,,,,,DO-35,MyLib_Diode_THT:D_DO-35_SOD27_P7.62mm_Horizontal,DO-35,4.1mm x 2.0mm,2.0mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Nexperia,,,C110000,,,,,,,,,DIO-0102,Semiconductors,Diodes,100,50,200,BIN-1,piece,,0.035,USD,2024-01-15,0.035,LCSC,1,,"Switching,THT,DO-35,High Voltage",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00110,BZX84C2V4_D_ZENER_2.4V_350MW_SOT23,Zener Diode 2.4V 350mW,MyLib_Diode:D_Zener,BZX84C2V4,,Zener,,,2.4V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0110,Semiconductors,Diodes,150,50,300,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00111,BZX84C2V7_D_ZENER_2.7V_350MW_SOT23,Zener Diode 2.7V 350mW,MyLib_Diode:D_Zener,BZX84C2V7,,Zener,,,2.7V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0111,Semiconductors,Diodes,150,50,300,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00112,BZX84C3V0_D_ZENER_3.0V_350MW_SOT23,Zener Diode 3.0V 350mW,MyLib_Diode:D_Zener,BZX84C3V0,,Zener,,,3.0V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0112,Semiconductors,Diodes,200,50,400,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00113,BZX84C3V3_D_ZENER_3.3V_350MW_SOT23,Zener Diode 3.3V 350mW,MyLib_Diode:D_Zener,BZX84C3V3,,Zener,,,3.3V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0113,Semiconductors,Diodes,250,50,500,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00114,BZX84C3V6_D_ZENER_3.6V_350MW_SOT23,Zener Diode 3.6V 350mW,MyLib_Diode:D_Zener,BZX84C3V6,,Zener,,,3.6V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0114,Semiconductors,Diodes,150,50,300,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00115,BZX84C3V9_D_ZENER_3.9V_350MW_SOT23,Zener Diode 3.9V 350mW,MyLib_Diode:D_Zener,BZX84C3V9,,Zener,,,3.9V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0115,Semiconductors,Diodes,150,50,300,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00116,BZX84C4V3_D_ZENER_4.3V_350MW_SOT23,Zener Diode 4.3V 350mW,MyLib_Diode:D_Zener,BZX84C4V3,,Zener,,,4.3V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0116,Semiconductors,Diodes,150,50,300,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00117,BZX84C4V7_D_ZENER_4.7V_350MW_SOT23,Zener Diode 4.7V 350mW,MyLib_Diode:D_Zener,BZX84C4V7,,Zener,,,4.7V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0117,Semiconductors,Diodes,150,50,300,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00118,BZX84C5V1_D_ZENER_5.1V_350MW_SOT23,Zener Diode 5.1V 350mW,MyLib_Diode:D_Zener,BZX84C5V1,,Zener,,,5.1V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0118,Semiconductors,Diodes,300,50,600,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00119,BZX84C5V6_D_ZENER_5.6V_350MW_SOT23,Zener Diode 5.6V 350mW,MyLib_Diode:D_Zener,BZX84C5V6,,Zener,,,5.6V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C111000,,,,,,,,,DIO-0119,Semiconductors,Diodes,150,50,300,BIN-2,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00120,BZX84C6V2_D_ZENER_6.2V_350MW_SOT23,Zener Diode 6.2V 350mW,MyLib_Diode:D_Zener,BZX84C6V2,,Zener,,,6.2V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0120,Semiconductors,Diodes,150,50,300,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00121,BZX84C6V8_D_ZENER_6.8V_350MW_SOT23,Zener Diode 6.8V 350mW,MyLib_Diode:D_Zener,BZX84C6V8,,Zener,,,6.8V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0121,Semiconductors,Diodes,150,50,300,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00122,BZX84C7V5_D_ZENER_7.5V_350MW_SOT23,Zener Diode 7.5V 350mW,MyLib_Diode:D_Zener,BZX84C7V5,,Zener,,,7.5V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0122,Semiconductors,Diodes,150,50,300,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00123,BZX84C8V2_D_ZENER_8.2V_350MW_SOT23,Zener Diode 8.2V 350mW,MyLib_Diode:D_Zener,BZX84C8V2,,Zener,,,8.2V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0123,Semiconductors,Diodes,150,50,300,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00124,BZX84C9V1_D_ZENER_9.1V_350MW_SOT23,Zener Diode 9.1V 350mW,MyLib_Diode:D_Zener,BZX84C9V1,,Zener,,,9.1V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0124,Semiconductors,Diodes,150,50,300,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00125,BZX84C10_D_ZENER_10V_350MW_SOT23,Zener Diode 10V 350mW,MyLib_Diode:D_Zener,BZX84C10,,Zener,,,10V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0125,Semiconductors,Diodes,200,50,400,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00126,BZX84C11_D_ZENER_11V_350MW_SOT23,Zener Diode 11V 350mW,MyLib_Diode:D_Zener,BZX84C11,,Zener,,,11V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0126,Semiconductors,Diodes,120,50,240,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00127,BZX84C12_D_ZENER_12V_350MW_SOT23,Zener Diode 12V 350mW,MyLib_Diode:D_Zener,BZX84C12,,Zener,,,12V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0127,Semiconductors,Diodes,250,50,500,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00128,BZX84C13_D_ZENER_13V_350MW_SOT23,Zener Diode 13V 350mW,MyLib_Diode:D_Zener,BZX84C13,,Zener,,,13V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0128,Semiconductors,Diodes,120,50,240,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00129,BZX84C15_D_ZENER_15V_350MW_SOT23,Zener Diode 15V 350mW,MyLib_Diode:D_Zener,BZX84C15,,Zener,,,15V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C112000,,,,,,,,,DIO-0129,Semiconductors,Diodes,200,50,400,BIN-3,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00130,BZX84C16_D_ZENER_16V_350MW_SOT23,Zener Diode 16V 350mW,MyLib_Diode:D_Zener,BZX84C16,,Zener,,,16V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0130,Semiconductors,Diodes,120,50,240,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00131,BZX84C18_D_ZENER_18V_350MW_SOT23,Zener Diode 18V 350mW,MyLib_Diode:D_Zener,BZX84C18,,Zener,,,18V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0131,Semiconductors,Diodes,120,50,240,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00132,BZX84C20_D_ZENER_20V_350MW_SOT23,Zener Diode 20V 350mW,MyLib_Diode:D_Zener,BZX84C20,,Zener,,,20V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0132,Semiconductors,Diodes,150,50,300,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00133,BZX84C22_D_ZENER_22V_350MW_SOT23,Zener Diode 22V 350mW,MyLib_Diode:D_Zener,BZX84C22,,Zener,,,22V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0133,Semiconductors,Diodes,120,50,240,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00134,BZX84C24_D_ZENER_24V_350MW_SOT23,Zener Diode 24V 350mW,MyLib_Diode:D_Zener,BZX84C24,,Zener,,,24V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0134,Semiconductors,Diodes,150,50,300,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00135,BZX84C27_D_ZENER_27V_350MW_SOT23,Zener Diode 27V 350mW,MyLib_Diode:D_Zener,BZX84C27,,Zener,,,27V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0135,Semiconductors,Diodes,120,50,240,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00136,BZX84C30_D_ZENER_30V_350MW_SOT23,Zener Diode 30V 350mW,MyLib_Diode:D_Zener,BZX84C30,,Zener,,,30V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0136,Semiconductors,Diodes,150,50,300,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00137,BZX84C33_D_ZENER_33V_350MW_SOT23,Zener Diode 33V 350mW,MyLib_Diode:D_Zener,BZX84C33,,Zener,,,33V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0137,Semiconductors,Diodes,120,50,240,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00138,BZX84C36_D_ZENER_36V_350MW_SOT23,Zener Diode 36V 350mW,MyLib_Diode:D_Zener,BZX84C36,,Zener,,,36V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0138,Semiconductors,Diodes,120,50,240,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00139,BZX84C39_D_ZENER_39V_350MW_SOT23,Zener Diode 39V 350mW,MyLib_Diode:D_Zener,BZX84C39,,Zener,,,39V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C113000,,,,,,,,,DIO-0139,Semiconductors,Diodes,120,50,240,BIN-4,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00140,BZX84C43_D_ZENER_43V_350MW_SOT23,Zener Diode 43V 350mW,MyLib_Diode:D_Zener,BZX84C43,,Zener,,,43V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C114000,,,,,,,,,DIO-0140,Semiconductors,Diodes,120,50,240,BIN-5,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00141,BZX84C47_D_ZENER_47V_350MW_SOT23,Zener Diode 47V 350mW,MyLib_Diode:D_Zener,BZX84C47,,Zener,,,47V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C114000,,,,,,,,,DIO-0141,Semiconductors,Diodes,120,50,240,BIN-5,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00142,BZX84C51_D_ZENER_51V_350MW_SOT23,Zener Diode 51V 350mW,MyLib_Diode:D_Zener,BZX84C51,,Zener,,,51V,,,350mW,,,,±5%,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Nexperia,,,C114000,,,,,,,,,DIO-0142,Semiconductors,Diodes,120,50,240,BIN-5,piece,3000,0.015,USD,2024-01-15,0.015,LCSC,1,,"Zener,SMD,SOT-23",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00150,BZX85C5V1_D_ZENER_5.1V_1.3W_DO41,Zener Diode 5.1V 1.3W,MyLib_Diode:D_Zener,BZX85C5V1,,Zener,,,5.1V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0150,Semiconductors,Diodes,100,50,200,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00151,BZX85C6V2_D_ZENER_6.2V_1.3W_DO41,Zener Diode 6.2V 1.3W,MyLib_Diode:D_Zener,BZX85C6V2,,Zener,,,6.2V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0151,Semiconductors,Diodes,80,25,160,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00152,BZX85C6V8_D_ZENER_6.8V_1.3W_DO41,Zener Diode 6.8V 1.3W,MyLib_Diode:D_Zener,BZX85C6V8,,Zener,,,6.8V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0152,Semiconductors,Diodes,80,25,160,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00153,BZX85C7V5_D_ZENER_7.5V_1.3W_DO41,Zener Diode 7.5V 1.3W,MyLib_Diode:D_Zener,BZX85C7V5,,Zener,,,7.5V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0153,Semiconductors,Diodes,80,25,160,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00154,BZX85C8V2_D_ZENER_8.2V_1.3W_DO41,Zener Diode 8.2V 1.3W,MyLib_Diode:D_Zener,BZX85C8V2,,Zener,,,8.2V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0154,Semiconductors,Diodes,80,25,160,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00155,BZX85C9V1_D_ZENER_9.1V_1.3W_DO41,Zener Diode 9.1V 1.3W,MyLib_Diode:D_Zener,BZX85C9V1,,Zener,,,9.1V,,,1.3W,,,,±5%,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C115000,,,,,,,,,DIO-0155,Semiconductors,Diodes,80,25,160,BIN-6,piece,,0.025,USD,2024-01-15,0.025,LCSC,1,,"Zener,THT,DO-41,1.3W",System,2026-01-31 22:30:22,,,,0,0
