Keyld,MyPN,Name,Description,Value,Value 2,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Connector_Type,Family,Standard,Mounting_Type,Mounting_Style,Orientation,Gender,Shielded,Shield_Material,Shield_Plating,Pins_Total,Pins_Configuration,Rows,Contact_Type,Contact_Arrangement,Pitch_mm,Row_Spacing_mm,Length_mm,Width_mm,Height_mm,Mating_Height_mm,PCB_Mounting_Dimensions,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Contact_Resistance_mOhm,Insulation_Resistance_MOhm,Dielectric_Withstanding_Voltage_V,Impedance_Ohm,Frequency_Max_Hz,Contact_Material,Contact_Plating,Plating_Thickness_um,Contact_Finish,Housing_Material,Housing_Color,Insulator_Material,Insulator_Color,Locking_Mechanism,Polarization,Mating_Cycles,Insertion_Force_N,Withdrawal_Force_N,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Moisture_Sensitivity_Level,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,CSA_Certified,TUV_Certified,Flammability_Rating,Solder_Type,Solder_Temperature_C,Solder_Process,Cleaning_Process,PCB_Retention,Pick_and_Place,Tape_and_Reel,Cable_Type,Cable_Diameter_Max_mm,Wire_Gauge_AWG,Wire_Strip_Length_mm,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Datasheet,Drawing_2D,Drawing_3D,PCB_Layout_Suggestion,Application_Note,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
374,EL-CON_840385,CON_MOLEX_KK_15P_1R_M_V_THT_55932-1510,"Molex KK 15-position Male connector, 1 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 55932-1510",,,Connector_Generic:Conn_01x15,Connector_Molex:Molex_MicroClasp_55932-1510_1x15_P2.00mm_Vertical,*Molex*KK*15*,Through Hole,Molex,MicroClasp_55932-1510_1x15_P2.00mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,15,15P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,15pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
375,EL-CON_840386,CON_MOLEX_KK_15P_1R_M_V_THT_55932-1530,"Molex KK 15-position Male connector, 1 row(s), 2.54mm pitch, Vertical orientation, Through Hole, 2.5A, 250V, PN: 55932-1530",,,Connector_Generic:Conn_01x15,Connector_Molex:Molex_MicroClasp_55932-1530_1x15_P2.00mm_Vertical,*Molex*KK*15*,Through Hole,Molex,MicroClasp_55932-1530_1x15_P2.00mm_Vertical,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,15,15P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,15pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
376,EL-CON_840387,CON_MOLEX_KK_02P_1R_M_RA_THT_55935-0210,"Molex KK 2-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0210",,,Connector_Generic:Conn_01x02,Connector_Molex:Molex_MicroClasp_55935-0210_1x02_P2.00mm_Horizontal,*Molex*KK*2*,Through Hole,Molex,MicroClasp_55935-0210_1x02_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,2,2P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,2pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
377,EL-CON_840388,CON_MOLEX_KK_02P_1R_M_RA_THT_55935-0230,"Molex KK 2-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0230",,,Connector_Generic:Conn_01x02,Connector_Molex:Molex_MicroClasp_55935-0230_1x02_P2.00mm_Horizontal,*Molex*KK*2*,Through Hole,Molex,MicroClasp_55935-0230_1x02_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,2,2P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,2pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
378,EL-CON_840389,CON_MOLEX_KK_03P_1R_M_RA_THT_55935-0310,"Molex KK 3-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0310",,,Connector_Generic:Conn_01x03,Connector_Molex:Molex_MicroClasp_55935-0310_1x03_P2.00mm_Horizontal,*Molex*KK*3*,Through Hole,Molex,MicroClasp_55935-0310_1x03_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,3,3P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,3pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
379,EL-CON_840390,CON_MOLEX_KK_03P_1R_M_RA_THT_55935-0330,"Molex KK 3-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0330",,,Connector_Generic:Conn_01x03,Connector_Molex:Molex_MicroClasp_55935-0330_1x03_P2.00mm_Horizontal,*Molex*KK*3*,Through Hole,Molex,MicroClasp_55935-0330_1x03_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,3,3P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,3pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
380,EL-CON_840391,CON_MOLEX_KK_04P_1R_M_RA_THT_55935-0410,"Molex KK 4-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0410",,,Connector_Generic:Conn_01x04,Connector_Molex:Molex_MicroClasp_55935-0410_1x04_P2.00mm_Horizontal,*Molex*KK*4*,Through Hole,Molex,MicroClasp_55935-0410_1x04_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,4,4P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,4pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
381,EL-CON_840392,CON_MOLEX_KK_04P_1R_M_RA_THT_55935-0430,"Molex KK 4-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0430",,,Connector_Generic:Conn_01x04,Connector_Molex:Molex_MicroClasp_55935-0430_1x04_P2.00mm_Horizontal,*Molex*KK*4*,Through Hole,Molex,MicroClasp_55935-0430_1x04_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,4,4P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,4pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
382,EL-CON_840393,CON_MOLEX_KK_05P_1R_M_RA_THT_55935-0510,"Molex KK 5-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0510",,,Connector_Generic:Conn_01x05,Connector_Molex:Molex_MicroClasp_55935-0510_1x05_P2.00mm_Horizontal,*Molex*KK*5*,Through Hole,Molex,MicroClasp_55935-0510_1x05_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,5,5P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,5pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
383,EL-CON_840394,CON_MOLEX_KK_05P_1R_M_RA_THT_55935-0530,"Molex KK 5-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0530",,,Connector_Generic:Conn_01x05,Connector_Molex:Molex_MicroClasp_55935-0530_1x05_P2.00mm_Horizontal,*Molex*KK*5*,Through Hole,Molex,MicroClasp_55935-0530_1x05_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,5,5P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,5pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
384,EL-CON_840395,CON_MOLEX_KK_06P_1R_M_RA_THT_55935-0610,"Molex KK 6-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0610",,,Connector_Generic:Conn_01x06,Connector_Molex:Molex_MicroClasp_55935-0610_1x06_P2.00mm_Horizontal,*Molex*KK*6*,Through Hole,Molex,MicroClasp_55935-0610_1x06_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,6,6P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,6pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
385,EL-CON_840396,CON_MOLEX_KK_06P_1R_M_RA_THT_55935-0630,"Molex KK 6-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0630",,,Connector_Generic:Conn_01x06,Connector_Molex:Molex_MicroClasp_55935-0630_1x06_P2.00mm_Horizontal,*Molex*KK*6*,Through Hole,Molex,MicroClasp_55935-0630_1x06_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,6,6P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,6pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
386,EL-CON_840397,CON_MOLEX_KK_07P_1R_M_RA_THT_55935-0710,"Molex KK 7-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0710",,,Connector_Generic:Conn_01x07,Connector_Molex:Molex_MicroClasp_55935-0710_1x07_P2.00mm_Horizontal,*Molex*KK*7*,Through Hole,Molex,MicroClasp_55935-0710_1x07_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,7,7P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,7pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
387,EL-CON_840398,CON_MOLEX_KK_07P_1R_M_RA_THT_55935-0730,"Molex KK 7-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0730",,,Connector_Generic:Conn_01x07,Connector_Molex:Molex_MicroClasp_55935-0730_1x07_P2.00mm_Horizontal,*Molex*KK*7*,Through Hole,Molex,MicroClasp_55935-0730_1x07_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,7,7P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,7pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
388,EL-CON_840399,CON_MOLEX_KK_08P_1R_M_RA_THT_55935-0810,"Molex KK 8-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0810",,,Connector_Generic:Conn_01x08,Connector_Molex:Molex_MicroClasp_55935-0810_1x08_P2.00mm_Horizontal,*Molex*KK*8*,Through Hole,Molex,MicroClasp_55935-0810_1x08_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,8,8P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,8pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
389,EL-CON_840400,CON_MOLEX_KK_08P_1R_M_RA_THT_55935-0830,"Molex KK 8-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0830",,,Connector_Generic:Conn_01x08,Connector_Molex:Molex_MicroClasp_55935-0830_1x08_P2.00mm_Horizontal,*Molex*KK*8*,Through Hole,Molex,MicroClasp_55935-0830_1x08_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,8,8P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,8pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
390,EL-CON_840401,CON_MOLEX_KK_09P_1R_M_RA_THT_55935-0910,"Molex KK 9-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0910",,,Connector_Generic:Conn_01x09,Connector_Molex:Molex_MicroClasp_55935-0910_1x09_P2.00mm_Horizontal,*Molex*KK*9*,Through Hole,Molex,MicroClasp_55935-0910_1x09_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,9,9P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,9pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
391,EL-CON_840402,CON_MOLEX_KK_09P_1R_M_RA_THT_55935-0930,"Molex KK 9-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-0930",,,Connector_Generic:Conn_01x09,Connector_Molex:Molex_MicroClasp_55935-0930_1x09_P2.00mm_Horizontal,*Molex*KK*9*,Through Hole,Molex,MicroClasp_55935-0930_1x09_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,9,9P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,9pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
392,EL-CON_840403,CON_MOLEX_KK_10P_1R_M_RA_THT_55935-1010,"Molex KK 10-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1010",,,Connector_Generic:Conn_01x10,Connector_Molex:Molex_MicroClasp_55935-1010_1x10_P2.00mm_Horizontal,*Molex*KK*10*,Through Hole,Molex,MicroClasp_55935-1010_1x10_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,10,10P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,10pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
393,EL-CON_840404,CON_MOLEX_KK_10P_1R_M_RA_THT_55935-1030,"Molex KK 10-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1030",,,Connector_Generic:Conn_01x10,Connector_Molex:Molex_MicroClasp_55935-1030_1x10_P2.00mm_Horizontal,*Molex*KK*10*,Through Hole,Molex,MicroClasp_55935-1030_1x10_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,10,10P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,10pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
394,EL-CON_840405,CON_MOLEX_KK_11P_1R_M_RA_THT_55935-1110,"Molex KK 11-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1110",,,Connector_Generic:Conn_01x11,Connector_Molex:Molex_MicroClasp_55935-1110_1x11_P2.00mm_Horizontal,*Molex*KK*11*,Through Hole,Molex,MicroClasp_55935-1110_1x11_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,11,11P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,11pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
395,EL-CON_840406,CON_MOLEX_KK_11P_1R_M_RA_THT_55935-1130,"Molex KK 11-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1130",,,Connector_Generic:Conn_01x11,Connector_Molex:Molex_MicroClasp_55935-1130_1x11_P2.00mm_Horizontal,*Molex*KK*11*,Through Hole,Molex,MicroClasp_55935-1130_1x11_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,11,11P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,11pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
396,EL-CON_840407,CON_MOLEX_KK_12P_1R_M_RA_THT_55935-1210,"Molex KK 12-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1210",,,Connector_Generic:Conn_01x12,Connector_Molex:Molex_MicroClasp_55935-1210_1x12_P2.00mm_Horizontal,*Molex*KK*12*,Through Hole,Molex,MicroClasp_55935-1210_1x12_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,12,12P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,12pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
397,EL-CON_840408,CON_MOLEX_KK_12P_1R_M_RA_THT_55935-1230,"Molex KK 12-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1230",,,Connector_Generic:Conn_01x12,Connector_Molex:Molex_MicroClasp_55935-1230_1x12_P2.00mm_Horizontal,*Molex*KK*12*,Through Hole,Molex,MicroClasp_55935-1230_1x12_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,12,12P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,12pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
398,EL-CON_840409,CON_MOLEX_KK_13P_1R_M_RA_THT_55935-1310,"Molex KK 13-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1310",,,Connector_Generic:Conn_01x13,Connector_Molex:Molex_MicroClasp_55935-1310_1x13_P2.00mm_Horizontal,*Molex*KK*13*,Through Hole,Molex,MicroClasp_55935-1310_1x13_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,13,13P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,13pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
399,EL-CON_840410,CON_MOLEX_KK_13P_1R_M_RA_THT_55935-1330,"Molex KK 13-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1330",,,Connector_Generic:Conn_01x13,Connector_Molex:Molex_MicroClasp_55935-1330_1x13_P2.00mm_Horizontal,*Molex*KK*13*,Through Hole,Molex,MicroClasp_55935-1330_1x13_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,13,13P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,13pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
