KeyId,MyPN,Name,Description,Value,Value2,Device_Type,Subtype,Technology,VCE,VGE,IC_Continuous,IC_Pulse,VCE_Sat,Power_Total,HFE,Switching_Speed,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000081,KDT00030,"Silicon NPN Phototransistor, 80V, 150mW, 860nm",Phototransistor 80V 150mW,SMD,Phototransistor,NPN,Bipolar,80V,,20mA,,0.4V,150mW,400,,SMD,3.2x1.5mm,1.2mm,SMD,-40°C,100°C,-40 to 100°C,3,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_TO_SOT_SMD:SOT-23,,https://www.onsemi.com/pdf/datasheet/kdt00030-d.pdf,1,1,ON Semiconductor,KDT00030,,C72156,,512-KDT00030,,KDT00030-ND,,9558683,,,,Transistor,Other,0,0,0,,pcs,3000,0.22,USD,,,,1,SMD phototransistor,"Phototransistor,NPN,SMD,SOT-23",,,,,1.0,0,0
,EL-TST-000082,SFH3710,"Silicon NPN Phototransistor, 35V, 100mW, 570nm",Phototransistor 35V 100mW,SMD,Phototransistor,NPN,Bipolar,35V,,20mA,,0.4V,100mW,200,,SMD,2.0x1.25mm,0.9mm,SMD,-40°C,85°C,-40 to 85°C,3,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_TO_SOT_SMD:SOT-23,,https://www.osram.com/ds/SFH3710.pdf,1,1,Osram,SFH3710,,C95826,,720-SFH3710,,475-2767-ND,,1171923,,,,Transistor,Other,0,0,0,,pcs,3000,0.25,USD,,,,1,Visible light phototransistor,"Phototransistor,NPN,SMD,Visible",,,,,1.0,0,0
,EL-TST-000083,2N4892,"Programmable Unijunction Transistor, 40V, 300mW",PUT 40V 300mW,TO-92,Unijunction,Programmable,Bipolar,40V,,200mA,,1.5V,300mW,,1.5MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-50°C,100°C,-50 to 100°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.centralsemi.com/datasheets/2N4892.PDF,1,1,Central Semiconductor,2N4892,,C2702,,610-2N4892,,2N4892-ND,,,,2N6027,,Transistor,Other,0,0,0,,pcs,2000,0.38,USD,,,,1,Programmable UJT,"PUT,Unijunction,Programmable,TO-92",,,,,1.0,0,0
,EL-TST-000084,BRY55-60,"Silicon Unijunction Transistor, 60V, 300mW",UJT 60V 300mW,TO-92,Unijunction,N-Type,Bipolar,60V,,,,,300mW,,1MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-55°C,125°C,-55 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.nxp.com/datasheet/BRY55.pdf,1,1,NXP,BRY55-60,,,,,,,,,,,,Transistor,Other,0,0,0,,pcs,100,0.55,USD,,,,1,High voltage UJT,"UJT,Unijunction,TO-92",,,,,1.0,0,0
,EL-TST-000085,2N1671,"Silicon Unijunction Transistor, 60V, 300mW",UJT 60V 300mW,TO-18,Unijunction,N-Type,Bipolar,60V,,,,,300mW,,1MHz,TO-18-3,5.6x5.6mm,5.6mm,Through Hole,-65°C,125°C,-65 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-18-3_Window,,https://www.centralsemi.com/datasheets/2N1671.PDF,1,1,Central Semiconductor,2N1671,,C2698,,610-2N1671,,2N1671-ND,,,,,,Transistor,Other,0,0,0,,pcs,500,0.75,USD,,,,1,Military grade UJT,"UJT,Unijunction,TO-18",,,,,1.0,0,0
,EL-TST-000086,2N2160,"Silicon Unijunction Transistor, 35V, 300mW",UJT 35V 300mW,TO-92,Unijunction,N-Type,Bipolar,35V,,,,,300mW,,1MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-65°C,125°C,-65 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.centralsemi.com/datasheets/2N2160.PDF,1,1,Central Semiconductor,2N2160,,C2699,,610-2N2160,,2N2160-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.48,USD,,,,1,Complementary UJT,"UJT,Unijunction,TO-92",,,,,1.0,0,0
,EL-TST-000087,ULQ2003A,"High Voltage Darlington Array, 7-ch, 50V 500mA, Automotive",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-40°C,105°C,-40 to 105°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/ulq2003a.pdf,1,1,Texas Instruments,ULQ2003A,ULx200xA,C524269,,595-ULQ2003A,,296-30444-5-ND,,2835192,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.58,USD,,,,1,Automotive grade,"Darlington,Array,Driver,SOIC,Automotive",,,,,1.0,0,0
,EL-TST-000088,ULN2003V12,"7-Channel Darlington Array, 50V 500mA, 12V logic",Darlington Array 50V 500mA,TSSOP-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,0.7W,1000,,TSSOP-16,4.4x5.0mm,1.2mm,SMD,-40°C,105°C,-40 to 105°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,TSSOP*4.4x5mm*P0.65mm*,https://www.ti.com/lit/ds/symlink/uln2003v12.pdf,1,1,Texas Instruments,ULN2003V12,,C524270,,595-ULN2003V12,,296-46051-1-ND,,3007690,,,,Transistor,Other,0,0,0,,pcs,2500,0.52,USD,,,,1,12V logic compatible,"Darlington,Array,Driver,TSSOP,12V",,,,,1.0,0,0
,EL-TST-000089,ULN2803LW,"8-Channel Darlington Array, 50V 500mA, TSSOP-24",Darlington Array 50V 500mA,TSSOP-24,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,0.8W,1000,,TSSOP-24,4.4x7.8mm,1.2mm,SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,TSSOP*4.4x7.8mm*P0.65mm*,https://www.ti.com/lit/ds/symlink/uln2803c.pdf,1,1,Texas Instruments,ULN2803LW,,C524271,,595-ULN2803LW,,296-39291-1-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.95,USD,,,,1,8-channel in TSSOP,"Darlington,Array,Driver,TSSOP,8ch",,,,,1.0,0,0
,EL-TST-000090,LSD4897,"7-Channel Darlington Array, 50V 500mA, Low Side",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.littelfuse.com/datasheet/lsd4897.pdf,1,1,Littelfuse,LSD4897,,,,576-LSD4897,,,,,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.48,USD,,,,1,Pin-compatible with ULN2003,"Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000091,TD62783AFG,"8-Channel Source Driver, 50V 500mA, SOP-18",Darlington Array 50V 500mA,SOP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,SOP-18,7.5x11.5mm,2.05mm,SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOP*7.495x11.515mm*P1.27mm*,https://toshiba.semicon-storage.com/info/TD62783AFG_datasheet_en_20210526.pdf,1,1,Toshiba,TD62783AFG,,C11709,,757-TD62783AFG,,TD62783AFG-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.92,USD,,,,1,"Source driver, SMD","Darlington,Array,SourceDriver,SOP",,,,,1.0,0,0
,EL-TST-000092,MC1413BP,"High Voltage Darlington Array, 7-ch, 50V 500mA, DIP-16",Darlington Array 50V 500mA,DIP-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-16,7.62x21.4mm,4.5mm,Through Hole,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm*,https://www.onsemi.com/pdf/datasheet/mc1413b-d.pdf,1,1,ON Semiconductor,MC1413BP,,C872,,863-MC1413BP,,MC1413BP-ND,,9558681,,ULN2003AN,,Transistor,Other,0,0,0,,pcs,1000,0.45,USD,,,,1,DIP version,"Darlington,Array,Driver,DIP",,,,,1.0,0,0
,EL-TST-000093,ULN2001A,"High Voltage Darlington Array, 7-ch, 50V 500mA, DIP-16",Darlington Array 50V 500mA,DIP-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-16,7.62x21.4mm,4.5mm,Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm*,https://www.ti.com/lit/ds/symlink/uln2001a.pdf,1,1,Texas Instruments,ULN2001A,ULx200xA,C524272,,595-ULN2001A,,296-1330-5-ND,,,,ULN2003A,,Transistor,Other,0,0,0,,pcs,1000,0.52,USD,,,,1,General purpose,"Darlington,Array,Driver,DIP",,,,,1.0,0,0
,EL-TST-000094,SN75462,"Dual Peripheral Driver, 35V 300mA",Darlington Driver 35V 300mA,SOIC-8,Darlington,Dual,Bipolar,35V,,300mA,500mA,1.1V,0.5W,500,,SOIC-8,3.9x4.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x4.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/sn75462.pdf,1,1,Texas Instruments,SN75462,,C524273,,595-SN75462,,296-1390-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2500,0.45,USD,,,,1,Dual driver,"Darlington,Dual,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000095,DS2003,"7-Channel Darlington Array, 50V 500mA",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.maximintegrated.com/datasheet/ds2003.pdf,1,1,Maxim,DS2003,,C524274,,700-DS2003,,DS2003-ND,,,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.55,USD,,,,1,Maxim version,"Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000096,IRG7IC28U,"28A, 600V, N-Channel IGBT, Co-pack, TO-220",IGBT 600V 28A 1.7V,TO-220,IGBT,N-Channel,Trench,600V,±20V,28A,56A,1.7V,100W,,20kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg7ic28u.pdf,1,1,International Rectifier,IRG7IC28U,,,,942-IRG7IC28U,,IRG7IC28U-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.85,USD,,,,1,IGBT in TO-220,"IGBT,Power,600V,28A,TO-220",,,,,1.0,0,0
,EL-TST-000097,STGD5NB120S,"5A, 1200V, N-Channel IGBT, DPAK",IGBT 1200V 5A 1.9V,DPAK,IGBT,N-Channel,PowerMESH,1200V,±20V,5A,10A,1.9V,70W,,20kHz,DPAK-3,6.5x10.0mm,2.4mm,SMD,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_SMD:TO-252-3_TabPin2,,https://www.st.com/resource/en/datasheet/stgd5nb120s.pdf,1,1,STMicroelectronics,STGD5NB120S,,C524275,,511-STGD5NB120S,,497-10953-1-ND,,2320658,,,,Transistor,Other,0,0,0,,pcs,2500,0.95,USD,,,,1,SMD IGBT,"IGBT,Power,1200V,5A,DPAK",,,,,1.0,0,0
,EL-TST-000098,STGD6NC60H,"6A, 600V, N-Channel IGBT, DPAK",IGBT 600V 6A 1.6V,DPAK,IGBT,N-Channel,PowerMESH,600V,±20V,6A,12A,1.6V,35W,,30kHz,DPAK-3,6.5x10.0mm,2.4mm,SMD,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_SMD:TO-252-3_TabPin2,,https://www.st.com/resource/en/datasheet/stgd6nc60h.pdf,1,1,STMicroelectronics,STGD6NC60H,,C524276,,511-STGD6NC60H,,497-10954-1-ND,,2320659,,,,Transistor,Other,0,0,0,,pcs,2500,0.65,USD,,,,1,SMD IGBT,"IGBT,Power,600V,6A,DPAK",,,,,1.0,0,0
,EL-TST-000099,IRGS4062DPBF,"24A, 400V, N-Channel IGBT, D2PAK",IGBT 400V 24A 1.8V,D2PAK,IGBT,N-Channel,Trench,400V,±20V,24A,48A,1.8V,166W,,20kHz,D2PAK-3,10.0x15.0mm,4.6mm,SMD,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_SMD:TO-263-3_TabPin2,,https://www.infineon.com/datasheet/irgs4062dpbf.pdf,1,1,International Rectifier,IRGS4062DPBF,,C524277,,942-IRGS4062DPBF,,IRGS4062DPBF-ND,,,,,,Transistor,Other,0,0,0,,pcs,800,1.45,USD,,,,1,D2PAK IGBT,"IGBT,Power,400V,24A,D2PAK",,,,,1.0,0,0
,EL-TST-000100,IRGS14B40K,"14A, 400V, N-Channel IGBT, D2PAK",IGBT 400V 14A 1.7V,D2PAK,IGBT,N-Channel,Trench,400V,±20V,14A,28A,1.7V,100W,,20kHz,D2PAK-3,10.0x15.0mm,4.6mm,SMD,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_SMD:TO-263-3_TabPin2,,https://www.infineon.com/datasheet/irgs14b40k.pdf,1,1,International Rectifier,IRGS14B40K,,C524278,,942-IRGS14B40K,,IRGS14B40K-ND,,,,,,Transistor,Other,0,0,0,,pcs,800,1.15,USD,,,,1,D2PAK IGBT,"IGBT,Power,400V,14A,D2PAK",,,,,1.0,0,0
,EL-TST-000101,IRGP4068DPBF,"70A, 300V, N-Channel IGBT, TO-247",IGBT 300V 70A 1.5V,TO-247,IGBT,N-Channel,Trench,300V,±20V,70A,140A,1.5V,300W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irgp4068dpbf.pdf,1,1,International Rectifier,IRGP4068DPBF,,C524279,,942-IRGP4068DPBF,,IRGP4068DPBF-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,4.95,USD,,,,1,Low voltage IGBT,"IGBT,Power,300V,70A,TO-247",,,,,1.0,0,0
,EL-TST-000102,IRGP4063DPBF,"48A, 300V, N-Channel IGBT, TO-247",IGBT 300V 48A 1.5V,TO-247,IGBT,N-Channel,Trench,300V,±20V,48A,96A,1.5V,250W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irgp4063dpbf.pdf,1,1,International Rectifier,IRGP4063DPBF,,C524280,,942-IRGP4063DPBF,,IRGP4063DPBF-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,4.25,USD,,,,1,Low voltage IGBT,"IGBT,Power,300V,48A,TO-247",,,,,1.0,0,0
,EL-TST-000103,IRGP4056,"40A, 600V, N-Channel IGBT, TO-247",IGBT 600V 40A 1.6V,TO-247,IGBT,N-Channel,Trench,600V,±20V,40A,80A,1.6V,250W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irgp4056.pdf,1,1,International Rectifier,IRGP4056,,C524281,,942-IRGP4056,,IRGP4056-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,3.95,USD,,,,1,Standard IGBT,"IGBT,Power,600V,40A,TO-247",,,,,1.0,0,0
,EL-TST-000104,IRGP4066DPBF,"60A, 600V, N-Channel IGBT, TO-247",IGBT 600V 60A 1.6V,TO-247,IGBT,N-Channel,Trench,600V,±20V,60A,120A,1.6V,330W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irgp4066dpbf.pdf,1,1,International Rectifier,IRGP4066DPBF,,C524282,,942-IRGP4066DPBF,,IRGP4066DPBF-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,5.25,USD,,,,1,High current IGBT,"IGBT,Power,600V,60A,TO-247",,,,,1.0,0,0
,EL-TST-000105,IKW40N65F5,"40A, 650V, N-Channel IGBT, TrenchStop 5, TO-247",IGBT 650V 40A 1.5V,TO-247,IGBT,N-Channel,TrenchStop 5,650V,±20V,40A,80A,1.5V,255W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw40n65f5.pdf,1,1,Infineon,IKW40N65F5,TrenchStop 5,C524283,,726-IKW40N65F5,,448-IKW40N65F5-ND,,2842961,,,,Transistor,Other,0,0,0,,pcs,30,3.85,USD,,,,1,5th generation,"IGBT,Power,650V,40A,TO-247,TrenchStop5",,,,,1.0,0,0
,EL-TST-000106,IKW50N65F5,"50A, 650V, N-Channel IGBT, TrenchStop 5, TO-247",IGBT 650V 50A 1.5V,TO-247,IGBT,N-Channel,TrenchStop 5,650V,±20V,50A,100A,1.5V,305W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw50n65f5.pdf,1,1,Infineon,IKW50N65F5,TrenchStop 5,C524284,,726-IKW50N65F5,,448-IKW50N65F5-ND,,2842962,,,,Transistor,Other,0,0,0,,pcs,30,4.45,USD,,,,1,5th generation,"IGBT,Power,650V,50A,TO-247,TrenchStop5",,,,,1.0,0,0
,EL-TST-000107,IKW75N65F5,"75A, 650V, N-Channel IGBT, TrenchStop 5, TO-247",IGBT 650V 75A 1.5V,TO-247,IGBT,N-Channel,TrenchStop 5,650V,±20V,75A,150A,1.5V,428W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw75n65f5.pdf,1,1,Infineon,IKW75N65F5,TrenchStop 5,C524285,,726-IKW75N65F5,,448-IKW75N65F5-ND,,2842963,,,,Transistor,Other,0,0,0,,pcs,25,5.65,USD,,,,1,5th generation,"IGBT,Power,650V,75A,TO-247,TrenchStop5",,,,,1.0,0,0
,EL-TST-000108,FGP20N60,"20A, 600V, N-Channel IGBT, TO-220",IGBT 600V 20A 1.8V,TO-220,IGBT,N-Channel,NPT,600V,±20V,20A,40A,1.8V,104W,,10kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fgp20n60-d.pdf,1,1,ON Semiconductor,FGP20N60,,C12354,,512-FGP20N60,,FGP20N60-ND,,9557247,,,,Transistor,Other,0,0,0,,pcs,50,1.35,USD,,,,1,NPT IGBT,"IGBT,Power,600V,20A,TO-220",,,,,1.0,0,0
,EL-TST-000109,FGP30N60,"30A, 600V, N-Channel IGBT, TO-220",IGBT 600V 30A 1.8V,TO-220,IGBT,N-Channel,NPT,600V,±20V,30A,60A,1.8V,125W,,10kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fgp30n60-d.pdf,1,1,ON Semiconductor,FGP30N60,,C12355,,512-FGP30N60,,FGP30N60-ND,,9557248,,,,Transistor,Other,0,0,0,,pcs,50,1.65,USD,,,,1,NPT IGBT,"IGBT,Power,600V,30A,TO-220",,,,,1.0,0,0
,EL-TST-000110,STGW30V60F,"30A, 600V, N-Channel IGBT, TO-247",IGBT 600V 30A 1.6V,TO-247,IGBT,N-Channel,Trench,600V,±20V,30A,60A,1.6V,200W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.st.com/resource/en/datasheet/stgw30v60f.pdf,1,1,STMicroelectronics,STGW30V60F,,C524286,,511-STGW30V60F,,497-10955-ND,,2320660,,,,Transistor,Other,0,0,0,,pcs,30,3.15,USD,,,,1,ST IGBT,"IGBT,Power,600V,30A,TO-247",,,,,1.0,0,0
,EL-TST-000111,IRG4PF50W,"28A, 900V, N-Channel IGBT with ultrafast soft recovery diode",IGBT 900V 28A 1.9V,TO-247,IGBT,N-Channel,Planar,900V,±20V,28A,56A,1.9V,200W,,40kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irg4pf50w.pdf,1,1,International Rectifier,IRG4PF50W,Gen4,,,942-IRG4PF50W,,IRG4PF50W-ND,,,,,,Transistor,Other,0,0,0,,pcs,30,3.25,USD,,,,1,,"IGBT,Power,900V,28A,TO-247",,,,,1.0,0,0
,EL-TST-000112,STGP7NC60HD,"25A, 600V, N-Channel PowerMESH IGBT with diode",IGBT 600V 25A 1.6V,TO-220,IGBT,N-Channel,PowerMESH,600V,±20V,25A,50A,1.6V,115W,,30kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.st.com/resource/en/datasheet/stgp7nc60hd.pdf,1,1,STMicroelectronics,STGP7NC60HD,PowerMESH,,,511-STGP7NC60HD,,497-6625-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.95,USD,,,,1,,"IGBT,Power,600V,25A,TO-220",,,,,1.0,0,0
,EL-TST-000113,ULN2003A,"High Voltage, High Current Darlington Transistor Array, 7-ch, 50V 500mA, TTL/CMOS compatible",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2003a.pdf,1,1,Texas Instruments,ULN2003A,ULx200xA,C869,,595-ULN2003A,,296-1331-5-ND,,1469775,,ULN2003AN,,Transistor,Other,0,0,0,,pcs,2500,0.45,USD,2025-01-15,0.42,Digikey,1,"7-channel, 50V, 500mA per channel","Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000114,ULN2803A,"8-Channel Darlington Transistor Array, 50V 500mA, TTL/CMOS compatible",Darlington Array 50V 500mA,SOIC-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-18,7.5x11.6mm,2.35mm,SMD,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*7.5x11.6mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2803a.pdf,1,1,Texas Instruments,ULN2803A,ULx280xA,7150,,595-ULN2803A,,296-4311-5-ND,,1008522,,ULN2803AN,,Transistor,Other,0,0,0,,pcs,2000,0.89,USD,2025-01-20,0.85,Mouser,1,"8-channel, 50V, 500mA per channel","Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000115,TIP142,"NPN Darlington Power Transistor, Complementary to TIP147",Darlington 100V 10A 2V,TO-247,Darlington,Power,Bipolar,100V,,10A,15A,2V,125W,1000,4MHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.onsemi.com/pdf/datasheet/tip142-d.pdf,1,1,ON Semiconductor,TIP142,TIP14x,C1345,,511-TIP142,,TIP142-ND,,9558619,,TIP142T,,Transistor,Other,0,0,0,,pcs,30,1.25,USD,2025-01-10,1.20,Mouser,1,Complementary pair with TIP147,"Darlington,Power,NPN,TO-247",,,,,1.0,0,0
,EL-TST-000116,TIP147,"PNP Darlington Power Transistor, Complementary to TIP142",Darlington 100V 10A 2V,TO-247,Darlington,Power,Bipolar,-100V,,-10A,-15A,-2V,125W,1000,4MHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-65°C,150°C,-65 to 150°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.onsemi.com/pdf/datasheet/tip147-d.pdf,1,1,ON Semiconductor,TIP147,TIP14x,C1346,,511-TIP147,,TIP147-ND,,9558618,,TIP147T,,Transistor,Other,0,0,0,,pcs,30,1.30,USD,2025-01-10,1.25,Mouser,1,Complementary pair with TIP142,"Darlington,Power,PNP,TO-247",,,,,1.0,0,0
