KeyId,MyPN,Name,Description,Value,Value2,Type,Material,VCEO,VCBO,VEBO,IC_Continuous,IC_Peak,IB_Continuous,Power_Total,HFE_Min,HFE_Max,HFE_Test_Condition,VCE_Sat_Max,VBE_Sat_Max,FT,CC,Polarity,Complement_PN,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000109,BC859,"0.1A Ic, 30V Vce, PNP Small Signal Transistor, SOT-23",PNP 30V 0.1A 100MHz,,PNP,Silicon,-30V,-30V,-5V,-0.1A,,,0.25W,110,800,,-0.6V,,100MHz,,,,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000110,BC859W,"0.1A Ic, 30V Vce, PNP Small Signal Transistor, SOT-323",PNP 30V 0.1A 100MHz,,PNP,Silicon,-30V,-30V,-5V,-0.1A,,,0.2W,110,800,,-0.6V,,100MHz,,,,SOT-323,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000111,BC860,"0.1A Ic, 45V Vce, PNP Small Signal Transistor, SOT-23",PNP 45V 0.1A 100MHz LowNoise,,PNP,Silicon,-45V,-50V,-5V,-0.1A,,,0.25W,200,800,,-0.6V,,100MHz,,,EL-TST-000101,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000112,BC860W,"0.1A Ic, 45V Vce, PNP Small Signal Transistor, SOT-323",PNP 45V 0.1A 100MHz LowNoise,,PNP,Silicon,-45V,-50V,-5V,-0.1A,,,0.2W,200,800,,-0.6V,,100MHz,,,,SOT-323,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000113,BC807,"0.8A Ic, 45V Vce, PNP Transistor, SOT-23",PNP 45V 0.8A 100MHz,,PNP,Silicon,-45V,-50V,-5V,-0.8A,,,0.31W,100,600,,-0.5V,-1.2V,100MHz,,,EL-TST-000115,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000114,BC807W,"0.8A Ic, 45V Vce, PNP Transistor, SOT-323",PNP 45V 0.8A 100MHz,,PNP,Silicon,-45V,-50V,-5V,-0.8A,,,0.2W,100,600,,-0.5V,,100MHz,,,,SOT-323,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000115,BC808,"0.8A Ic, 25V Vce, PNP Transistor, SOT-23",PNP 25V 0.8A 100MHz,,PNP,Silicon,-25V,-30V,-5V,-0.8A,,,0.31W,100,600,,-0.5V,-1.2V,100MHz,,,EL-TST-000117,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000116,BC808W,"0.8A Ic, 25V Vce, PNP Transistor, SOT-323",PNP 25V 0.8A 100MHz,,PNP,Silicon,-25V,-30V,-5V,-0.8A,,,0.2W,100,600,,-0.5V,,100MHz,,,,SOT-323,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BEC,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000117,BC817,"0.8A Ic, 45V Vce, NPN Transistor, SOT-23",NPN 45V 0.8A 100MHz,,NPN,Silicon,45V,50V,5V,0.8A,,,0.31W,100,600,,0.5V,1.2V,100MHz,,,EL-TST-000113,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000118,BC817W,"0.8A Ic, 45V Vce, NPN Transistor, SOT-323",NPN 45V 0.8A 100MHz,,NPN,Silicon,45V,50V,5V,0.8A,,,0.2W,100,600,,0.5V,,100MHz,,,,SOT-323,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000119,BC818,"0.8A Ic, 25V Vce, NPN Transistor, SOT-23",NPN 25V 0.8A 100MHz,,NPN,Silicon,25V,30V,5V,0.8A,,,0.31W,100,600,,0.5V,1.2V,100MHz,,,EL-TST-000115,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000120,BC818W,"0.8A Ic, 25V Vce, NPN Transistor, SOT-323",NPN 25V 0.8A 100MHz,,NPN,Silicon,25V,30V,5V,0.8A,,,0.2W,100,600,,0.5V,,100MHz,,,,SOT-323,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000121,BCP51,"1A Ic, 45V Vce, PNP Medium Power Transistor, SOT-223",PNP 45V 1A 145MHz,,PNP,Silicon,-45V,-50V,-5V,-1A,,,1.35W,25,250,,-0.5V,,145MHz,,,EL-TST-000124,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000122,BCP53,"1A Ic, 80V Vce, PNP Medium Power Transistor, SOT-223",PNP 80V 1A 145MHz,,PNP,Silicon,-80V,-100V,-5V,-1A,,,1.35W,25,250,,-0.5V,,145MHz,,,EL-TST-000125,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000123,BCP56,"1A Ic, 80V Vce, NPN Medium Power Transistor, SOT-223",NPN 80V 1A 130MHz,,NPN,Silicon,80V,100V,5V,1A,,,1.35W,25,250,,0.5V,,130MHz,,,EL-TST-000122,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000124,PZT2222A,"1A Ic, 40V Vce, NPN Transistor, General Purpose Transistor, SOT-223",NPN 40V 1A 300MHz,,NPN,Silicon,40V,75V,6V,1A,,,2W,100,300,,0.3V,1.2V,300MHz,,,,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000125,PZT3904,"0.2A Ic, 40V Vce, Small Signal NPN Transistor, SOT-223",NPN 40V 0.2A 300MHz,,NPN,Silicon,40V,60V,6V,0.2A,,,2W,100,300,,0.2V,0.85V,300MHz,,,EL-TST-000126,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000126,PZT3906,"-0.2A Ic, -40V Vce, Small Signal PNP Transistor, SOT-223",PNP 40V 0.2A 250MHz,,PNP,Silicon,-40V,-40V,-5V,-0.2A,,,2W,100,300,,-0.25V,-0.85V,250MHz,,,EL-TST-000125,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000127,PZTA42,"0.5A Ic, 300V Vce, NPN High Voltage Transistor, SOT-223",NPN 300V 0.5A 50MHz,,NPN,Silicon,300V,300V,6V,0.5A,,,2W,40,,,0.5V,,50MHz,,,EL-TST-000128,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000128,PZTA92,"0.5A Ic, 300V Vce, PNP High Voltage Transistor, SOT-223",PNP 300V 0.5A 50MHz,,PNP,Silicon,-300V,-300V,-5V,-0.5A,,,2W,40,,,-0.5V,,50MHz,,,EL-TST-000127,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000129,PBSS301PZ,"-5.7A Ic, -12V Vce, Small Signal PNP Transistor, SOT-223",PNP 12V 5.7A 130MHz,,PNP,Silicon,-12V,-15V,-5V,-5.7A,-8A,,2.5W,200,500,,-0.13V,,130MHz,,,,SOT-223,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-223,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000130,BCX51,"1A Ic, 45V Vce, PNP Medium Power Transistor, SOT-89",PNP 45V 1A 145MHz,,PNP,Silicon,-45V,-50V,-5V,-1A,,,0.5W,63,250,,-0.5V,,145MHz,,,EL-TST-000133,SOT-89,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-89-3,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000131,BCX52,"1A Ic, 60V Vce, PNP Medium Power Transistor, SOT-89",PNP 60V 1A 50MHz,,PNP,Silicon,-60V,-60V,-5V,-1A,,,0.5W,63,250,,-0.5V,,50MHz,,,EL-TST-000134,SOT-89,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-89-3,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000132,BCX53,"1A Ic, 80V Vce, PNP Medium Power Transistor, SOT-89",PNP 80V 1A 145MHz,,PNP,Silicon,-80V,-100V,-5V,-1A,,,0.5W,100,250,,-0.5V,-1.0V,145MHz,,,EL-TST-000135,SOT-89,,,SMD,-65°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_SMD:SOT-89-3,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000133,BCX56,"1A Ic, 80V Vce, NPN Medium Power Transistor, SOT-89",NPN 80V 1A 180MHz,,NPN,Silicon,80V,100V,5V,1A,,,1.25W,63,250,,0.5V,,180MHz,,,EL-TST-000132,SOT-89,,,SMD,-65°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_SMD:SOT-89-3,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000134,BCV29,"NPN Darlington transistor, 30Vce, 500mA, SOT-89",NPN Darlington 30V 0.5A,,NPN,Silicon,30V,,,0.5A,,,1.3W,2000,,,1.0V,,170MHz,,,,SOT-89,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_Package_TO_SOT_SMD:SOT-89-3,,,,,,,,,,,,,,,,,,Transistor,BJT_Darlington,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000135,BCV49,"NPN Darlington transistor, 60Vce, 500mA, SOT-89",NPN Darlington 60V 0.5A,,NPN,Silicon,60V,80V,10V,0.5A,0.8A,,1W,2000,10000,,1.0V,,170MHz,,,,SOT-89,,,SMD,-65°C,150°C,,,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_Package_TO_SOT_SMD:SOT-89-3,,,,,,,,,,,,,,,,,,Transistor,BJT_Darlington,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000136,KTD1624,"Epitaxial Planar NPN Transistor, SOT-89",NPN 50V 1A 150MHz,,NPN,Silicon,50V,60V,6V,1A,,,1W,100,400,,0.3V,,150MHz,,,,SOT-89,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_SMD:SOT-89-3,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000137,BD135,"1.5A Ic, 45V Vce, Low Voltage Transistor, TO-126",NPN 45V 1.5A 50MHz,,NPN,Silicon,45V,45V,5V,1.5A,,,12.5W,40,250,,0.6V,,50MHz,,,EL-TST-000138,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000138,BD136,"1.5A Ic, 45V Vce, Low Voltage Transistor, TO-126",PNP 45V 1.5A 50MHz,,PNP,Silicon,-45V,-45V,-5V,-1.5A,,,12.5W,40,250,,-0.5V,-1.0V,50MHz,,,EL-TST-000137,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000139,BD137,"1.5A Ic, 60V Vce, Low Voltage Transistor, TO-126",NPN 60V 1.5A 50MHz,,NPN,Silicon,60V,60V,5V,1.5A,,,12.5W,40,250,,0.6V,,50MHz,,,EL-TST-000140,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000140,BD138,"1.5A Ic, 60V Vce, Low Voltage Transistor, TO-126",PNP 60V 1.5A 50MHz,,PNP,Silicon,-60V,-60V,-5V,-1.5A,,,12.5W,40,250,,-0.5V,-1.0V,50MHz,,,EL-TST-000139,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000141,BD139,"1.5A Ic, 80V Vce, Low Voltage Transistor, TO-126",NPN 80V 1.5A 50MHz,,NPN,Silicon,80V,80V,5V,1.5A,,,12.5W,40,250,,0.6V,,50MHz,,,EL-TST-000142,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000142,BD140,"1.5A Ic, 80V Vce, Low Voltage Transistor, TO-126",PNP 80V 1.5A 50MHz,,PNP,Silicon,-80V,-80V,-5V,-1.5A,,,12.5W,40,250,,-0.5V,-1.0V,50MHz,,,EL-TST-000141,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000143,BD233,"2A Ic, 45V Vce, Low Voltage Transistor, TO-126",NPN 45V 2A 50MHz,,NPN,Silicon,45V,45V,5V,2A,,,25W,40,250,,0.6V,,50MHz,,,EL-TST-000144,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000144,BD234,"2A Ic, 45V Vce, Low Voltage Transistor, TO-126",PNP 45V 2A 50MHz,,PNP,Silicon,-45V,-45V,-5V,-2A,,,25W,40,250,,-0.6V,,50MHz,,,EL-TST-000143,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000145,BD235,"2A Ic, 60V Vce, Low Voltage Transistor, TO-126",NPN 60V 2A 50MHz,,NPN,Silicon,60V,60V,5V,2A,,,25W,40,250,,0.6V,,50MHz,,,EL-TST-000146,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000146,BD236,"2A Ic, 60V Vce, Low Voltage Transistor, TO-126",PNP 60V 2A 50MHz,,PNP,Silicon,-60V,-60V,-5V,-2A,,,25W,40,250,,-0.6V,,50MHz,,,EL-TST-000145,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000147,BD237,"2A Ic, 80V Vce, Low Voltage Transistor, TO-126",NPN 80V 2A 50MHz,,NPN,Silicon,80V,80V,5V,2A,,,25W,40,250,,0.6V,,50MHz,,,EL-TST-000148,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000148,BD238,"2A Ic, 80V Vce, Low Voltage Transistor, TO-126",PNP 80V 2A 50MHz,,PNP,Silicon,-80V,-80V,-5V,-2A,,,25W,40,250,,-0.6V,,50MHz,,,EL-TST-000147,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000149,BD433,"4A Ic, 22V Vce, Power NPN Transistor, TO-126",NPN 22V 4A 50MHz,,NPN,Silicon,22V,22V,5V,4A,,,36W,40,250,,0.6V,,50MHz,,,EL-TST-000150,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000150,BD434,"4A Ic, 22V Vce, Power PNP Transistor, TO-126",PNP 22V 4A 50MHz,,PNP,Silicon,-22V,-22V,-5V,-4A,,,36W,40,250,,-0.6V,,50MHz,,,EL-TST-000149,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000151,BD435,"4A Ic, 32V Vce, Power NPN Transistor, TO-126",NPN 32V 4A 50MHz,,NPN,Silicon,32V,32V,5V,4A,,,36W,40,250,,0.6V,,50MHz,,,EL-TST-000152,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000152,BD436,"4A Ic, 32V Vce, Power PNP Transistor, TO-126",PNP 32V 4A 50MHz,,PNP,Silicon,-32V,-32V,-5V,-4A,,,36W,40,250,,-0.6V,,50MHz,,,EL-TST-000151,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000153,BD437,"4A Ic, 45V Vce, Power NPN Transistor, TO-126",NPN 45V 4A 50MHz,,NPN,Silicon,45V,45V,5V,4A,,,36W,40,250,,0.6V,,50MHz,,,EL-TST-000154,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000154,BD438,"4A Ic, 45V Vce, Power PNP Transistor, TO-126",PNP 45V 4A 50MHz,,PNP,Silicon,-45V,-45V,-5V,-4A,,,36W,40,250,,-0.6V,,50MHz,,,EL-TST-000153,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000155,BD439,"4A Ic, 60V Vce, Power NPN Transistor, TO-126",NPN 60V 4A 50MHz,,NPN,Silicon,60V,60V,5V,4A,,,36W,40,250,,0.6V,,50MHz,,,EL-TST-000156,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000156,BD440,"4A Ic, 60V Vce, Power PNP Transistor, TO-126",PNP 60V 4A 50MHz,,PNP,Silicon,-60V,-60V,-5V,-4A,,,36W,40,250,,-0.6V,,50MHz,,,EL-TST-000155,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000157,BD441,"4A Ic, 80V Vce, Power NPN Transistor, TO-126",NPN 80V 4A 50MHz,,NPN,Silicon,80V,80V,5V,4A,,,36W,40,250,,0.6V,,50MHz,,,EL-TST-000158,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000158,BD442,"4A Ic, 80V Vce, Power PNP Transistor, TO-126",PNP 80V 4A 50MHz,,PNP,Silicon,-80V,-80V,-5V,-4A,,,36W,40,250,,-0.6V,,50MHz,,,EL-TST-000157,TO-126,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_BCE,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,,,,,,,,,,,,,,,,,,Transistor,BJT,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000159,MPSA42,"0.5A Ic, 300V Vce, NPN High Voltage Transistor, TO-92",NPN 300V 0.5A 50MHz,,NPN,Silicon,300V,300V,6V,0.5A,,,0.625W,40,,,0.5V,,50MHz,,,EL-TST-000160,TO-92,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_EBC,MyLib_Package_TO_SOT_THT:TO-92_Inline,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000160,MPSA92,"0.5A Ic, 300V Vce, PNP High Voltage Transistor, TO-92",PNP 300V 0.5A 50MHz,,PNP,Silicon,-300V,-300V,-5V,-0.5A,,,0.625W,40,,,-0.5V,,50MHz,,,EL-TST-000159,TO-92,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_PNP_EBC,MyLib_Package_TO_SOT_THT:TO-92_Inline,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000161,2SC1941,"50mA Ic, 160V Vce, Audio High Voltage NPN Transistor, TO-92",NPN 160V 0.05A 50MHz,,NPN,Silicon,160V,160V,6V,0.05A,,,0.75W,60,320,,0.5V,,50MHz,,,,TO-92,,,Through Hole,-55°C,150°C,,,MyLib_Transistor:Q_NPN_EBC,MyLib_Package_TO_SOT_THT:TO-92_Inline,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000162,MMBTA42,"0.5A Ic, 300V Vce, NPN High Voltage Transistor, SOT-23",NPN 300V 0.5A 50MHz,,NPN,Silicon,300V,300V,6V,0.5A,,,0.35W,40,,,0.5V,,50MHz,,,EL-TST-000165,SOT-23,,,SMD,-55°C,150°C,,,MyLib_Transistor:Q_NPN_BEC,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_HV,,,,,pcs,,,,,,,1,,,,,,,,0,0
